channel_num,center_freq_mhz,timestamp,avg_power_db,peak_power_db,std_dev_db,signal_presence_ratio,mean_amplitude,max_amplitude,crest_factor,noise_floor_db,num_detected_peaks,in_channel_power_db,spectral_flatness,ap_channel,sample_id
10,2457.000000001862,2025-04-21T19:25:35.327169,-99.96808,-99.554375,0.0114210425,0.0,0.004804524790509621,0.019598890095949173,3.5970726400154645,-99.98876,0,-99.96355,0.9999973773956299,3,3
11,2462.0000000018617,2025-04-21T19:25:35.507693,-99.64426,-80.168915,0.8143292,0.0,0.007571594239131227,0.21714943647384644,10.832407736458718,-99.98581,0,-99.966255,0.9788413047790527,3,1
11,2462.0000000018617,2025-04-21T19:25:36.191445,-99.95148,-88.74099,0.111139536,0.0,0.0053886074442591105,0.03189241886138916,4.789074977546081,-99.98912,0,-99.96527,0.9996426701545715,3,2
11,2462.0000000018617,2025-04-21T19:25:36.878600,-99.95009,-87.00428,0.10596423,0.0,0.005696065832686315,0.03209497407078743,4.638347187227768,-99.98838,0,-99.96958,0.9996692538261414,3,3
1,2412.000000001859,2025-04-21T19:25:53.237809,-93.818436,-63.412613,6.2547655,0.0425531914893617,0.05108695400223714,1.398911476135254,6.246650056841404,-99.76539,4,-92.74227,0.3091365694999695,4,1
1,2412.000000001859,2025-04-21T19:25:53.930672,-99.97806,-98.60779,0.011614068,0.0,0.003976149339202448,0.015900401398539543,3.530172037768667,-99.99144,0,-99.97389,0.9999973177909851,4,2
1,2412.000000001859,2025-04-21T19:25:54.615487,-95.27751,-72.47876,7.1145496,0.46808510638297873,0.14182641285381867,0.5199794173240662,2.329559614875934,-99.98782,4,-98.85122,0.21817806363105774,4,3
2,2417.000000001862,2025-04-21T19:25:54.792675,-86.089676,-61.803394,7.049492,0.23404255319148937,0.273611621101747,1.4132206439971924,2.516123566681011,-96.674255,9,-82.69807,0.30833467841148376,4,1
2,2417.000000001862,2025-04-21T19:25:55.464534,-92.122665,-62.269558,8.911357,0.6170212765957447,0.30782821235131563,1.2967500686645508,2.9881992478701203,-99.852844,5,-86.99061,0.12844789028167725,4,2
2,2417.000000001862,2025-04-21T19:25:56.157971,-99.96827,-98.34069,0.02993185,0.0,0.004678690423555657,0.02100313827395439,3.888461694292766,-99.991615,0,-99.97838,0.9999777674674988,4,3
3,2422.0000000018617,2025-04-21T19:25:56.354177,-95.58453,-64.35852,6.112134,0.045454545454545456,0.046653205836307984,1.2269998788833618,6.892329136541997,-99.97255,4,-91.599205,0.28634005784988403,4,1
3,2422.0000000018617,2025-04-21T19:25:57.040064,-94.82822,-70.461555,6.6376076,0.26666666666666666,0.1102060004361055,0.5344076156616211,2.551196706164628,-99.9887,4,-91.35603,0.2828907370567322,4,2
3,2422.0000000018617,2025-04-21T19:25:57.733518,-99.786224,-75.60866,0.7767615,0.0,0.011399892503438416,0.08039498329162598,4.487825465680198,-99.9905,0,-99.674614,0.9692364931106567,4,3
4,2427.00000000186,2025-04-21T19:25:57.924655,-99.91789,-96.68022,0.08572428,0.0,0.007440553200856616,0.03885035216808319,4.455176914187803,-99.98952,0,-99.92804,0.9998040795326233,4,1
4,2427.00000000186,2025-04-21T19:25:58.612914,-93.3065,-69.90332,8.102586,0.6170212765957447,0.23962192465774607,0.5569054484367371,1.7843589374261328,-99.98902,5,-86.955086,0.1834184229373932,4,2
4,2427.00000000186,2025-04-21T19:25:59.296122,-99.8006,-75.73183,0.5121626,0.0,0.011254736866909214,0.08217871189117432,5.363875288482925,-99.98559,0,-99.73435,0.9888724684715271,4,3
5,2432.000000001859,2025-04-21T19:25:59.484854,-94.096756,-69.17672,7.4931397,0.3829787234042553,0.16188880213608978,0.5663041472434998,2.117391916912673,-99.95963,5,-94.063705,0.2026209980249405,4,1
5,2432.000000001859,2025-04-21T19:26:00.163943,-93.31224,-62.79819,8.457706,0.2765957446808511,0.18612270219951657,1.1835922002792358,3.2674294913414594,-99.91953,5,-94.04026,0.13888922333717346,4,2
5,2432.000000001859,2025-04-21T19:26:00.844679,-99.61381,-73.959694,0.919051,0.0,0.012446512149481361,0.11603905260562897,4.869115874237302,-99.98698,0,-99.60925,0.9630208611488342,4,3
6,2437.000000001862,2025-04-21T19:26:01.034066,-99.4519,-71.85498,1.5287889,0.0,0.019900949084185025,0.11712431162595749,3.5923173463497897,-99.987595,0,-99.794685,0.8866404891014099,4,1
6,2437.000000001862,2025-04-21T19:26:01.715979,-99.60661,-71.50099,1.3508397,0.0,0.015269168154228605,0.10774237662553787,3.6245042511673686,-99.98703,1,-99.9345,0.9050858020782471,4,2
6,2437.000000001862,2025-04-21T19:26:02.407041,-94.36908,-61.771805,8.510221,0.23404255319148937,0.1589410790513842,1.1922528743743896,3.3381545141852658,-99.9202,4,-98.83623,0.10978751629590988,4,3
7,2442.0000000018617,2025-04-21T19:26:02.605537,-99.86095,-96.90826,0.17870899,0.0,0.010225713118742942,0.038597509264945984,3.349586920764559,-99.98682,0,-99.77806,0.9991292357444763,4,1
7,2442.0000000018617,2025-04-21T19:26:03.276644,-97.02876,-66.68444,5.7700515,0.23404255319148937,0.09212037229915933,1.2356646060943604,6.581809389228451,-99.97592,2,-99.48124,0.20827984809875488,4,2
7,2442.0000000018617,2025-04-21T19:26:03.945807,-96.53688,-67.45895,6.506359,0.6595744680851063,0.18585094194089963,0.4120563864707947,1.9048813305447607,-99.97576,3,-99.816734,0.1746319979429245,4,3
8,2447.00000000186,2025-04-21T19:26:04.143424,-99.68607,-84.00746,0.39186186,0.0,0.009529869070041165,0.2625993490219116,14.578469195456274,-99.97717,0,-99.43619,0.9956809282302856,4,1
8,2447.00000000186,2025-04-21T19:26:04.824764,-99.876175,-96.191246,0.16179396,0.0,0.00951514886626115,0.041319213807582855,3.816755553274487,-99.98312,0,-99.811905,0.9992833137512207,4,2
8,2447.00000000186,2025-04-21T19:26:05.503765,-99.6319,-72.25435,1.4441117,0.0,0.013949492823418874,0.1170552670955658,3.9731721534114666,-99.97576,0,-99.31607,0.8895718455314636,4,3
9,2452.000000001859,2025-04-21T19:26:05.682056,-99.88264,-96.197975,0.13180946,0.0,0.009093390248699646,0.040681760758161545,3.840473684366654,-99.97191,0,-99.869316,0.9995261430740356,4,1
9,2452.000000001859,2025-04-21T19:26:06.363142,-99.381004,-72.42057,1.9560091,0.0,0.026223807181723176,0.14029864966869354,3.266217167390689,-99.98711,1,-98.79909,0.7791417837142944,4,2
9,2452.000000001859,2025-04-21T19:26:07.043993,-99.485535,-70.36871,1.9610611,0.0,0.024830052826659094,0.12491098046302795,2.8281245008264237,-99.98613,1,-99.04848,0.7596476078033447,4,3
10,2457.000000001862,2025-04-21T19:26:07.867585,-99.89345,-95.31407,0.12422363,0.0,0.00855975823448159,0.044879116117954254,4.496076136723691,-99.98583,0,-99.93967,0.9995825290679932,4,2
10,2457.000000001862,2025-04-21T19:26:08.550082,-96.886696,-70.64157,5.18299,0.02127659574468085,0.10385485967597118,0.3295241892337799,2.4837300979837607,-99.98771,2,-97.53,0.37771105766296387,4,3
11,2462.0000000018617,2025-04-21T19:26:08.733093,-98.4836,-71.23602,2.8551297,0.0,0.03160071812848994,0.2188563048839569,3.687323396487469,-99.98743,0,-99.88976,0.7334043383598328,4,1
11,2462.0000000018617,2025-04-21T19:26:09.401524,-99.94831,-98.103645,0.0744775,0.0,0.006100462098865558,0.02903825417160988,4.161255761252245,-99.98957,0,-99.95513,0.9998494982719421,4,2
11,2462.0000000018617,2025-04-21T19:26:10.084472,-99.92389,-84.34628,0.21046294,0.0,0.006951773012485114,0.042107678949832916,4.798209556549377,-99.9817,0,-99.94886,0.9985511302947998,4,3
1,2412.000000001859,2025-04-21T19:26:26.437675,-98.8051,-74.795395,2.550862,0.0425531914893617,0.01763160152140885,0.3857021629810333,7.112656214350678,-99.98987,0,-99.86043,0.766059398651123,5,1
1,2412.000000001859,2025-04-21T19:26:27.119059,-99.65775,-74.66606,1.1853206,0.0,0.013951540784827316,0.0841829776763916,3.347893693954404,-99.99145,0,-99.773346,0.9349511861801147,5,2
1,2412.000000001859,2025-04-21T19:26:27.796381,-94.38933,-65.12839,7.6054325,0.11363636363636363,0.09076981593368312,1.2231947183609009,4.4826023469137235,-99.97019,4,-93.315506,0.17546962201595306,5,3
2,2417.000000001862,2025-04-21T19:26:27.986973,-99.832214,-77.62788,0.65716577,0.0,0.008985145270053575,0.06691817939281464,4.401063083143757,-99.99145,0,-99.72688,0.982940673828125,5,1
2,2417.000000001862,2025-04-21T19:26:28.669222,-99.77398,-76.37659,0.93121696,0.0,0.011242453098098189,0.07457678020000458,3.7553816489485414,-99.991135,0,-99.61386,0.9601759910583496,5,2
2,2417.000000001862,2025-04-21T19:26:29.348557,-84.19559,-61.89732,7.3839154,0.38636363636363635,0.4483534955829648,1.413242220878601,1.9602028577972854,-95.732994,13,-80.65403,0.2869111895561218,5,3
3,2422.0000000018617,2025-04-21T19:26:29.526373,-99.845116,-75.599304,0.57088894,0.0,0.008996911971114324,0.07519842684268951,5.3458402939511585,-99.98805,0,-99.791626,0.9844202399253845,5,1
3,2422.0000000018617,2025-04-21T19:26:30.204787,-82.5463,-60.493694,8.405081,0.7659574468085106,0.8985467624803558,1.4132208824157715,1.34818824254395,-94.429474,11,-75.77431,0.20055587589740753,5,2
3,2422.0000000018617,2025-04-21T19:26:30.887436,-94.45709,-63.78593,7.223569,0.10638297872340426,0.08654369294369872,1.2492767572402954,4.851171646040522,-99.93189,4,-89.53656,0.20090597867965698,5,3
4,2427.00000000186,2025-04-21T19:26:31.068396,-99.91325,-97.97509,0.0896409,0.0,0.007831121296697623,0.05964253097772598,6.584787038825127,-99.98975,0,-99.9107,0.9997847080230713,5,1
4,2427.00000000186,2025-04-21T19:26:31.753798,-86.91843,-62.952522,7.633961,0.7021276595744681,0.43051780870570505,1.4123586416244507,2.407951944082096,-97.64234,8,-84.27432,0.2402586191892624,5,2
4,2427.00000000186,2025-04-21T19:26:32.420165,-99.93645,-97.84018,0.05748454,0.0,0.0066986757763037846,0.06511107832193375,8.286722426474695,-99.98807,0,-99.949814,0.9999113082885742,5,3
5,2432.000000001859,2025-04-21T19:26:32.607407,-99.54448,-71.262856,1.3426073,0.0,0.017503703073207966,0.12063435465097427,3.96080857590199,-99.97963,0,-99.7272,0.9077473878860474,5,1
5,2432.000000001859,2025-04-21T19:26:33.278449,-99.60157,-78.44353,0.9107505,0.0,0.01820628231859462,0.086796835064888,3.692202835981148,-99.981995,0,-99.44051,0.9651032090187073,5,2
5,2432.000000001859,2025-04-21T19:26:33.960135,-99.89263,-97.40558,0.12706359,0.0,0.008722066787807533,0.035292547196149826,3.5216361268958107,-99.98411,0,-99.85219,0.9995638132095337,5,3
6,2437.000000001862,2025-04-21T19:26:34.129038,-99.39467,-68.603745,1.9302392,0.0,0.024605114548294633,0.15713582932949066,3.5187073518082617,-99.98361,1,-99.652504,0.7628233432769775,5,1
6,2437.000000001862,2025-04-21T19:26:34.796222,-99.59729,-74.11055,1.0834515,0.0,0.014594889910558288,0.13316896557807922,5.443723370429585,-99.98754,0,-99.80044,0.9502716660499573,5,2
6,2437.000000001862,2025-04-21T19:26:35.467140,-94.47186,-68.17389,7.276314,0.425531914893617,0.1610830060332628,0.66656893491745,2.6626594167946105,-99.97405,6,-98.34976,0.21325497329235077,5,3
7,2442.0000000018617,2025-04-21T19:26:35.639262,-99.61827,-77.40527,1.0000281,0.0,0.017673807435046093,0.08878006041049957,3.6720528889205113,-99.987404,0,-99.77032,0.9568929672241211,5,1
7,2442.0000000018617,2025-04-21T19:26:36.339218,-99.60271,-73.82982,1.1795301,0.0,0.014040039831618417,0.12719984352588654,5.04363104850929,-99.98752,0,-99.24193,0.9374249577522278,5,2
7,2442.0000000018617,2025-04-21T19:26:37.010404,-94.10307,-63.490353,7.5885034,0.14893617021276595,0.14069326684830036,1.408914566040039,4.25930662233427,-99.50537,3,-98.20774,0.13258402049541473,5,3
8,2447.00000000186,2025-04-21T19:26:37.185092,-99.90842,-97.05166,0.084374934,0.0,0.007827242959204417,0.03506012633442879,3.791270430230798,-99.98444,0,-99.874054,0.9998095035552979,5,1
8,2447.00000000186,2025-04-21T19:26:37.859862,-99.17472,-70.55169,2.0218453,0.0,0.026252141317951304,0.1893860548734665,4.223843491314967,-99.979256,1,-99.215706,0.8131829500198364,5,2
8,2447.00000000186,2025-04-21T19:26:38.546906,-98.99658,-82.285385,2.3823588,0.0,0.047004625657025505,0.10084619373083115,2.0035573416070203,-99.97796,0,-99.82046,0.7700870633125305,5,3
9,2452.000000001859,2025-04-21T19:26:39.367590,-99.56826,-68.776596,1.6841862,0.0,0.016488532937146763,0.15097413957118988,4.116566559774026,-99.98559,1,-99.23129,0.8247529864311218,5,2
9,2452.000000001859,2025-04-21T19:26:40.049797,-99.5019,-69.7341,1.4544094,0.0,0.019766963229459873,0.14225389063358307,4.410506477484152,-99.98608,1,-99.081696,0.8887043595314026,5,3
10,2457.000000001862,2025-04-21T19:26:40.230602,-99.89866,-97.506035,0.11289147,0.0,0.008532093692233674,0.032430846244096756,3.32414611649782,-99.98772,0,-99.91607,0.9996578097343445,5,1
10,2457.000000001862,2025-04-21T19:26:40.920250,-99.63603,-74.10262,1.4144992,0.0,0.013802740063625522,0.1241094097495079,4.243083503065651,-99.98771,0,-99.34816,0.9020916819572449,5,2
10,2457.000000001862,2025-04-21T19:26:41.612372,-99.53676,-70.24293,1.8240448,0.0,0.01936901271236984,0.12481211125850677,3.248117316004906,-99.9879,1,-99.1598,0.8070042133331299,5,3
11,2462.0000000018617,2025-04-21T19:26:41.786861,-99.400925,-70.71242,1.864954,0.0,0.018267167390136584,0.12587255239486694,3.3814887553168527,-99.989586,0,-99.29756,0.836193323135376,5,1
11,2462.0000000018617,2025-04-21T19:26:42.452293,-99.57292,-71.16403,1.596451,0.0,0.018132048186332822,0.1274523288011551,3.672984833361215,-99.98784,1,-99.9722,0.8528910279273987,5,2
11,2462.0000000018617,2025-04-21T19:26:43.117953,-99.65464,-70.76994,1.4225526,0.0,0.013384062944249035,0.11704174429178238,4.026540536056953,-99.98936,0,-99.970955,0.8917557597160339,5,3
1,2412.000000001859,2025-04-21T19:26:46.850148,-91.77867,-62.42424,10.271009,0.5217391304347826,0.41582563818263274,1.1989004611968994,2.0035807821061162,-99.95283,6,-90.43357,0.07312026619911194,6,1
1,2412.000000001859,2025-04-21T19:26:47.536007,-99.86122,-76.38351,0.673639,0.0,0.007306401437155445,0.06056206673383713,4.127723695402977,-99.99188,0,-99.97993,0.9802485108375549,6,2
1,2412.000000001859,2025-04-21T19:26:48.210142,-99.86396,-77.30754,0.6470587,0.0,0.00728554045303593,0.06255632638931274,4.298839264946629,-99.991745,0,-99.978874,0.9827539920806885,6,3
2,2417.000000001862,2025-04-21T19:26:48.383955,-99.658005,-74.49799,1.1078964,0.0,0.013102725833495033,0.07639385014772415,3.198210873545348,-99.99045,0,-99.80874,0.9450972080230713,6,1
2,2417.000000001862,2025-04-21T19:26:49.048662,-99.76211,-75.579926,1.0308046,0.0,0.010781884474975327,0.07718943059444427,3.644435958467985,-99.990715,0,-99.97314,0.9509537816047668,6,2
2,2417.000000001862,2025-04-21T19:26:49.722229,-96.5238,-71.68387,5.422842,0.14893617021276595,0.052058434277511806,0.5382192730903625,3.9104936808475967,-99.989845,2,-99.286476,0.38068845868110657,6,3
3,2422.0000000018617,2025-04-21T19:26:49.894688,-91.82184,-63.081074,6.8582993,0.06382978723404255,0.07399919723340458,1.408334493637085,4.893054780248815,-99.30629,6,-86.54685,0.2822847366333008,6,1
3,2422.0000000018617,2025-04-21T19:26:50.562713,-99.81027,-80.65136,0.69573265,0.0,0.00912254672772595,0.06514980643987656,4.013793890781001,-99.986404,0,-99.70979,0.9818921089172363,6,2
3,2422.0000000018617,2025-04-21T19:26:51.230147,-87.31373,-61.043434,7.9442396,0.23404255319148937,0.28118031708260205,1.413220763206482,2.4439953159233068,-97.70302,8,-81.00379,0.21933768689632416,6,3
4,2427.00000000186,2025-04-21T19:26:51.420652,-94.811386,-68.51342,6.9296703,0.3829787234042553,0.13349509343635454,0.4753842055797577,2.1297084908683934,-99.98516,4,-90.680756,0.24433687329292297,6,1
4,2427.00000000186,2025-04-21T19:26:52.097040,-99.96045,-92.73967,0.030758565,0.0,0.00529212411924692,0.06491343677043915,9.773175954251323,-99.98983,0,-99.95493,0.9999752044677734,6,2
4,2427.00000000186,2025-04-21T19:26:52.783942,-90.71094,-62.626854,10.121187,0.6136363636363636,0.48491941278206047,1.2671010494232178,1.9273636559139657,-99.81813,7,-85.97835,0.07788709551095963,6,3
5,2432.000000001859,2025-04-21T19:26:52.963723,-99.64088,-77.11828,1.1363544,0.0,0.013588445396486997,0.09746206551790237,3.965316730668086,-99.98352,0,-99.594894,0.948533833026886,6,1
5,2432.000000001859,2025-04-21T19:26:53.642366,-99.80992,-76.65328,0.85124844,0.0,0.010084748746239566,0.06422621756792068,3.576932161432475,-99.98378,0,-99.65033,0.9636005759239197,6,2
5,2432.000000001859,2025-04-21T19:26:54.321026,-92.96965,-62.53257,9.351833,0.29545454545454547,0.2342285439079883,1.1833635568618774,2.6450422359604544,-99.93548,5,-93.89803,0.09758251905441284,6,3
6,2437.000000001862,2025-04-21T19:26:54.508778,-99.84749,-81.925385,0.57254624,0.0,0.008091184821385466,0.06833640486001968,5.094758990735209,-99.98793,0,-99.93856,0.9882680177688599,6,1
6,2437.000000001862,2025-04-21T19:26:55.187712,-99.49063,-70.53931,1.3829478,0.0,0.02087685253205377,0.13058890402317047,4.198056872613261,-99.98416,0,-99.656494,0.9080014824867249,6,2
6,2437.000000001862,2025-04-21T19:26:55.853022,-92.508606,-62.525234,10.387978,0.7659574468085106,0.47756171754662774,1.1902025938034058,1.9285758054320363,-99.89892,6,-98.30478,0.0578610934317112,6,3
7,2442.0000000018617,2025-04-21T19:26:56.028525,-99.74869,-76.685196,1.0674238,0.0,0.014174508461616017,0.07002685219049454,3.04900704452865,-99.987274,0,-99.93758,0.9368155002593994,6,1
7,2442.0000000018617,2025-04-21T19:26:56.697974,-98.801636,-56.523376,4.4716663,0.0,0.11172665270557491,0.6675848364830017,2.7314345565243108,-99.9866,2,-99.25788,0.08419639617204666,6,2
7,2442.0000000018617,2025-04-21T19:26:57.363320,-99.60487,-71.21829,1.4168663,0.0,0.014271982361686494,0.11774427443742752,3.9249623706865115,-99.986885,1,-99.3916,0.8921819925308228,6,3
8,2447.00000000186,2025-04-21T19:26:57.551278,-99.74349,-71.36554,1.1205547,0.0,0.00932939890080509,0.12050018459558487,5.402951420516694,-99.98724,0,-99.514915,0.9355030059814453,6,1
8,2447.00000000186,2025-04-21T19:26:58.236556,-99.57439,-69.738556,1.7671437,0.0,0.016642345425283905,0.11841166764497757,3.3139082611561483,-99.98422,1,-99.18174,0.8265028595924377,6,2
8,2447.00000000186,2025-04-21T19:26:58.908212,-99.958084,-96.38305,0.023654263,0.0,0.005452239448744703,0.0268735121935606,4.318747645388971,-99.98422,0,-99.94708,0.9999852776527405,6,3
9,2452.000000001859,2025-04-21T19:26:59.090407,-99.679794,-70.235596,1.3855096,0.0,0.012708860334874592,0.11819151788949966,3.9860870227068954,-99.98733,0,-99.387856,0.8923580646514893,6,1
9,2452.000000001859,2025-04-21T19:26:59.781353,-99.66635,-70.57622,1.4218571,0.0,0.012688582561192136,0.11994516104459763,4.060878147273486,-99.98728,1,-99.36404,0.8853564858436584,6,2
9,2452.000000001859,2025-04-21T19:27:00.460035,-99.44043,-69.63176,1.6723365,0.0,0.021322956799366695,0.13973215222358704,3.9868551180710075,-99.98692,1,-98.92371,0.8523489236831665,6,3
10,2457.000000001862,2025-04-21T19:27:00.642982,-99.67636,-70.917984,1.3860766,0.0,0.012688745316436602,0.1182897612452507,4.065462848033088,-99.98908,1,-99.392426,0.8894792795181274,6,1
10,2457.000000001862,2025-04-21T19:27:01.308323,-99.96906,-99.46066,0.01276167,0.0,0.004730929470977338,0.01811804436147213,3.3873419905147784,-99.98895,0,-99.9676,0.9999964833259583,6,2
10,2457.000000001862,2025-04-21T19:27:01.978546,-98.20971,-76.381,3.2758293,0.0,0.03237625900755592,0.23391374945640564,3.3371374668997698,-99.98902,0,-98.719986,0.6655726432800293,6,3
11,2462.0000000018617,2025-04-21T19:27:02.152816,-99.53191,-69.97206,1.9841794,0.0,0.020662591307558476,0.11646915227174759,2.7719954134132063,-99.99064,1,-99.9716,0.763868510723114,6,1
11,2462.0000000018617,2025-04-21T19:27:02.832255,-99.56319,-70.23045,1.7494439,0.0,0.018049649248786152,0.12055163830518723,3.164484102339049,-99.98733,1,-99.968155,0.8281291723251343,6,2
11,2462.0000000018617,2025-04-21T19:27:03.516633,-99.62471,-69.23603,1.5602573,0.0,0.013059788432576828,0.12444228678941727,3.9681420704390638,-99.989044,1,-99.97225,0.863771915435791,6,3
1,2412.000000001859,2025-04-21T19:27:21.156455,-91.84346,-63.485527,10.167185,0.7659574468085106,0.44312587964022515,1.1787745952606201,2.048183737145583,-99.949326,6,-90.70971,0.07796964049339294,7,1
1,2412.000000001859,2025-04-21T19:27:21.837946,-99.71446,-75.679985,1.0397612,0.0,0.010620775394853474,0.07882996648550034,3.688705236504841,-99.991806,0,-99.88786,0.9532461762428284,7,2
1,2412.000000001859,2025-04-21T19:27:22.520974,-99.878494,-77.22885,0.558354,0.0,0.006059576627558651,0.0694512203335762,5.656429304860487,-99.99152,0,-99.97658,0.9880071878433228,7,3
2,2417.000000001862,2025-04-21T19:27:22.716743,-81.455444,-59.721024,7.565643,0.7659574468085106,0.8650564726163906,1.4132424592971802,1.3961719543249516,-93.478096,13,-77.86374,0.27753838896751404,7,1
2,2417.000000001862,2025-04-21T19:27:23.386421,-97.9259,-71.62558,3.0841393,0.0425531914893617,0.024914613300231182,0.4749961793422699,7.147440199529507,-99.990524,0,-96.51701,0.7157242894172668,7,2
2,2417.000000001862,2025-04-21T19:27:24.052097,-99.81828,-74.80902,0.826783,0.0,0.008656311572269445,0.07521015405654907,4.225310161837325,-99.99169,0,-99.66458,0.9696885347366333,7,3
3,2422.0000000018617,2025-04-21T19:27:24.221065,-99.7305,-75.03495,0.9311331,0.0,0.011507349408165236,0.08108732849359512,4.040609717049647,-99.97894,0,-99.61172,0.9622949361801147,7,1
3,2422.0000000018617,2025-04-21T19:27:24.891603,-98.656586,-55.17804,5.068331,0.0,0.12343267142878922,0.7246253490447998,2.888658011157964,-99.98776,3,-98.41746,0.08186241239309311,7,2
3,2422.0000000018617,2025-04-21T19:27:25.562174,-99.92488,-83.89157,0.3051304,0.0,0.006189429460177539,0.049694955348968506,5.302679910153505,-99.98846,0,-99.97384,0.9969494342803955,7,3
4,2427.00000000186,2025-04-21T19:27:25.741518,-96.08456,-71.53221,5.830505,0.1702127659574468,0.06709344286594383,0.5467302203178406,3.4528097267300386,-99.987076,4,-98.83467,0.3386632800102234,7,1
4,2427.00000000186,2025-04-21T19:27:26.410711,-99.73868,-76.497375,0.7482966,0.0,0.012764170799446344,0.09165628999471664,5.034150144971625,-99.988655,0,-99.69742,0.9770704507827759,7,2
4,2427.00000000186,2025-04-21T19:27:27.090281,-99.75934,-75.27196,0.9251987,0.0,0.011473883643294826,0.08133871853351593,4.007845349803056,-99.98756,0,-99.61027,0.9587938785552979,7,3
5,2432.000000001859,2025-04-21T19:27:27.256101,-99.69524,-74.98721,1.2677786,0.0,0.01502811462011732,0.07921194285154343,3.0045428296099943,-99.98912,0,-99.434364,0.9129675626754761,7,1
5,2432.000000001859,2025-04-21T19:27:27.920633,-99.44224,-73.17894,1.6448957,0.0,0.024015212218165646,0.11701225489377975,3.2730011771589607,-99.98681,1,-99.95137,0.863861620426178,7,2
5,2432.000000001859,2025-04-21T19:27:28.592867,-99.95967,-98.673935,0.023704773,0.0,0.005352946356231091,0.02229858562350273,3.641491394224168,-99.989006,0,-99.9603,0.9999834895133972,7,3
6,2437.000000001862,2025-04-21T19:27:28.775035,-87.43715,-56.57344,9.596032,0.6382978723404256,0.6092555659385239,1.4132208824157715,1.80450496013794,-97.736115,6,-90.32055,0.11674641817808151,7,1
6,2437.000000001862,2025-04-21T19:27:29.450771,-92.880516,-62.893635,9.941664,0.574468085106383,0.3686340696571964,1.2359219789505005,2.2502477773120693,-99.870125,5,-98.41342,0.0668143555521965,7,2
6,2437.000000001862,2025-04-21T19:27:30.136095,-99.687744,-74.64081,1.3209462,0.0,0.014825708375257604,0.08623304963111877,3.20657464358618,-99.98648,0,-99.943436,0.9108949899673462,7,3
7,2442.0000000018617,2025-04-21T19:27:30.312395,-96.09999,-72.63978,5.5138254,0.20454545454545456,0.07418745623340368,0.5142735242843628,3.5019870611399875,-99.97832,3,-98.44279,0.37915149331092834,7,1
7,2442.0000000018617,2025-04-21T19:27:30.989035,-99.77046,-75.553116,0.74933285,0.0,0.01227965875123509,0.07359921187162399,3.897732778834451,-99.98497,0,-99.83947,0.9715327620506287,7,2
7,2442.0000000018617,2025-04-21T19:27:31.656106,-99.839714,-77.01737,0.6701792,0.0,0.008599314602106672,0.06779099255800247,4.560922401822207,-99.987854,0,-99.951775,0.9813153147697449,7,3
8,2447.00000000186,2025-04-21T19:27:31.851936,-99.86372,-90.049095,0.23905909,0.0,0.009040569523050232,0.04387615993618965,3.789702244950472,-99.98375,0,-99.76067,0.9983792304992676,7,1
8,2447.00000000186,2025-04-21T19:27:32.539763,-99.673676,-71.48745,1.3638062,0.0,0.012314473215022782,0.11330326646566391,4.095119889463384,-99.98437,0,-99.380394,0.905200183391571,7,2
8,2447.00000000186,2025-04-21T19:27:33.237655,-93.07429,-70.76385,8.510525,0.7021276595744681,0.27214503900975945,0.5616428852081299,1.6357825807481683,-99.9818,5,-88.18715,0.16193364560604095,7,3
9,2452.000000001859,2025-04-21T19:27:33.420942,-99.816696,-91.87919,0.3680332,0.0,0.010524860092834676,0.04453631117939949,3.227174509897146,-99.98831,0,-99.66583,0.9960275888442993,7,1
9,2452.000000001859,2025-04-21T19:27:34.091960,-99.9386,-97.43869,0.05155708,0.0,0.006378334076841225,0.05030683055520058,6.644641398696414,-99.97697,0,-99.95078,0.9999268651008606,7,2
9,2452.000000001859,2025-04-21T19:27:34.785254,-99.79036,-70.67837,0.9501657,0.0,0.009225321691335615,0.12280011922121048,5.641595484843534,-99.98403,0,-99.6144,0.948631227016449,7,3
10,2457.000000001862,2025-04-21T19:27:34.976824,-99.73,-70.67505,1.1335257,0.0,0.009702533127916422,0.12640780210494995,5.569896503725493,-99.98937,0,-99.48876,0.9327407479286194,7,1
10,2457.000000001862,2025-04-21T19:27:35.644322,-99.96541,-99.6394,0.012706434,0.0,0.00498417694965501,0.020791320130228996,3.6734969155499284,-99.98689,0,-99.96088,0.9999961853027344,7,2
10,2457.000000001862,2025-04-21T19:27:36.325881,-99.70059,-90.74642,0.5984441,0.0,0.0159127111528434,0.04708768427371979,2.5885945363002993,-99.98434,0,-99.74192,0.9890305995941162,7,3
11,2462.0000000018617,2025-04-21T19:27:36.503430,-98.1232,-70.67188,3.316969,0.0,0.039192324957297,0.3221736252307892,4.470796720045958,-99.98813,1,-99.57212,0.6600003242492676,7,1
11,2462.0000000018617,2025-04-21T19:27:37.184714,-99.9638,-87.66872,0.07317382,0.0,0.004844264512664833,0.030729403719305992,5.19462400463705,-99.9887,0,-99.97222,0.9998458623886108,7,2
11,2462.0000000018617,2025-04-21T19:27:37.846896,-99.86365,-83.85391,0.5389775,0.0,0.009838194781233708,0.0434425063431263,3.3370863771102592,-99.98943,0,-99.96349,0.9891560673713684,7,3
1,2412.000000001859,2025-04-21T19:27:54.809683,-99.982155,-97.92916,0.008534536,0.0,0.0035907041593845257,0.014676480554044247,3.6114864401473574,-99.9919,0,-99.98194,0.9999969601631165,8,2
